,club,codeid,div,draws,english,gagainst,gscores,loss,netscore,plays,points,rank,team,wins,year
945,山东鲁能泰山,SDLT,亚,9,Shandong Luneng Taishan,42,64,7,22,36,717.5,1,山东鲁能泰山,20,2010
946,北京国安,BJGA,亚,11,Beijing Guoan,36,42,11,6,37,610,2,北京国安,15,2010
947,天津泰达,TJTED,超,11,Tianjin TEDA,29,37,6,8,30,500,3,天津康师傅,13,2010
948,杭州绿城,ZJGT,超,9,Hangzhou Greentown,30,38,8,8,30,480,4,杭州诺贝尔绿城,13,2010
949,上海申花联盛,SHSW,超,6,Shanghai Shenhua Liansheng,41,44,10,3,30,480,5,上海申花联盛,14,2010
950,河南建业,HAJY,亚,16,Henan Construction,39,34,11,-5,36,450,6,河南建业,9,2010
951,长春亚泰,CCYT,亚,8,Changchun Yatai,48,50,17,2,36,430,7,长春亚泰,11,2010
952,大连实德,DLSD,超,12,Dalian Shide,37,40,8,3,30,420,8,大连实德,10,2010
953,辽宁FC,LNFC,超,10,Liaoning FC,36,39,10,3,30,400,9,辽宁宏运,10,2010
954,陕西宝荣浐霸,SNBR,超,10,Shaanxi Baorong Chanba,36,33,11,-3,30,370,10,陕西中建地产,9,2010
955,广州恒大,GZEG,甲,6,Guangzhou Evergrande,21,61,1,40,24,356.25,11,广州广汽,17,2010
956,成都谢菲联,CDBD,甲,5,Chengdu Blades,15,56,2,41,24,350,12,成都谢菲联,17,2010
957,江苏舜天,JSST,超,11,Jiangsu Sainty,27,27,11,0,30,350,13,江苏舜天国信,8,2010
958,南昌衡源,SHHY,超,8,Nanchang Hengyuan,35,33,14,-2,30,320,14,南昌衡源,8,2010
959,深圳红钻,SZRB,超,8,Shenzhen Ruby,41,34,14,-7,30,320,15,深圳茅台红钻,8,2010
960,重庆力帆,CQLF,超,9,Chongqing Lifan,48,36,14,-12,30,300,16,重庆力帆,7,2010
961,青岛中能,QDJN,超,12,Qingdao Jonoon,44,31,12,-13,30,300,17,青岛中能,6,2010
962,长沙金德,SYGD,超,12,Changsha Ginde,42,24,12,-18,30,300,18,长沙金德,6,2010
963,延边FC,YBFC,甲,4,Yanbian FC,21,30,8,9,24,250,19,延边FC,12,2010
964,上海东亚,SHEA,甲,10,Shanghai East Asia,18,25,5,7,24,231.25,20,上海东亚,9,2010
965,湖北绿茵,HBGN,甲,7,Hubei Greenery,24,30,7,6,24,231.25,21,湖北东方国旅,10,2010
966,湖南湘涛,HNBL,甲,5,Hunan Billows,24,21,9,-3,24,218.75,22,湖南湘涛百世窖,10,2010
967,沈阳东进,SYDJ,甲,12,Shenyang Dongjin,23,23,6,0,24,187.5,23,沈阳东进,6,2010
968,北京八喜盛世,BJBX,甲,4,Beijing Baxy,24,24,10,0,24,175,24,北京八喜,10,2010
969,安徽九方,AHJF,甲,3,Anhui Jiufang,36,17,14,-19,24,150,25,安徽九方,7,2010
970,大连阿尔滨,DLARB,乙,2,Dalian Aerbin,12,34,4,22,19,148.93,26,大连阿尔滨,13,2010
971,上海中邦,SHZB,甲,8,Shanghai Zobon,37,22,11,-15,24,143.75,27,浦东中邦,5,2010
972,天津松江,TJSJ,乙,7,Tianjin Songjiang,12,32,2,20,19,138.75,28,天津松江,10,2010
973,广东日之泉,GDSC,甲,7,Guangdong Sunray Cave,39,34,12,-5,24,137.5,29,广东日之泉,5,2010
974,大连毅腾,DLYT,乙,6,Dalian Yiteng,22,28,6,6,21,116.43,30,大连毅腾,9,2010
975,北京理工大学,BJBIT,甲,6,Beijing BIT,40,22,14,-18,24,112.5,31,北京361°大学生,4,2010
976,贵州智诚,GZZC,乙,11,Guizhou Zhicheng,16,21,4,5,21,101.25,32,贵州智诚,6,2010
977,南京有有,NJYY,甲,5,Nanjing Yoyo,62,19,16,-43,24,87.5,33,南京有有,3,2010
978,武汉宏兴,WHHX,丙,0,Wuhan Hongxing,2,20,1,18,8,83.5,34,武汉宏兴,7,2010
979,天津京铁火车头,TJHCT,乙,2,Jingtie Locomotive,20,15,10,-5,18,73.929,35,京铁火车头,6,2010
980,湖北康天电力,HBKT,乙,10,Hubei Kangtian Xinyuan,20,15,5,-5,18,69.286,36,湖北康天,3,2010
981,陕西宝成,SNBC,丙,0,Shaanxi Baocheng,10,14,2,4,8,67,37,陕西中航工业宝成,6,2010
982,辽宁东北虎,LNTG,乙,6,Liaoning Tiger,23,12,6,-11,16,64.286,38,辽宁东北虎,4,2010
983,武汉东风本田,WHDH,丙,2,Wuhan Dongfeng Honda,4,9,1,5,7,62,39,武汉东风本田,4,2010
984,四川FC,SCFC,乙,8,Sichuan FC,17,12,5,-5,16,60.714,40,四川美联蜀,3,2010
985,河北英利,HEYL,丙,2,Hebei Yingli,12,18,2,6,8,58.5,41,河北(中国)英利,4,2010
986,盘锦盟尊,PJMZ,乙,2,Panjing Mengzun,25,14,10,-11,16,50,42,盘锦盟尊,4,2010
987,厦门东屿行,XMDYH,丙,1,Xiamen Dongyuhang,10,8,2,-2,6,46,43,厦门东屿行碧宫酒店,3,2010
988,长春地铁,CCSB,丙,1,Changchun Subway,14,15,4,1,8,42.5,44,长春地铁,3,2010
989,温州葆隆,WZPR,乙,7,Wenzhou Provenza,29,13,8,-16,16,35.714,45,温州葆隆,1,2010
990,青海高纬度,QHHL,丙,0,Qinghai High Latitudes,7,13,1,6,4,27.5,46,青海高纬度,3,2010
991,河南东方今典,HAOC,丙,2,Henan Oriental Classic,17,5,5,-12,8,27,47,河南东方今典,1,2010
992,九江联盛,JJLS,丙,2,Jiujiang Liansheng,8,3,4,-5,6,19,48,九江联盛,0,2010
993,杭州赛博,HZSB,丙,0,Hangzhou Sinobal,1,4,1,3,3,17.5,49,杭州赛博,2,2010
994,青岛鲲鹏,QDKP,丙,0,Qingdao Kunpeng,3,4,1,1,3,17.5,50,青岛鲲鹏先楚国际,2,2010
995,黑龙江丰绅,HLFS,丙,1,Heilongjiang Fengshen,6,12,2,6,4,15,51,黑龙江丰绅地产,1,2010
996,大庆帅通科技,DQST,丙,0,Daqing Shuaitong,14,10,3,-4,4,12.5,52,大庆帅通科技,1,2010
997,长春光华学院,CCGHU.,丙,0,Changchun Guanghua U.,17,1,4,-16,4,5,53,长春光华学院,0,2010
998,九江鹿城振华,JJLZ,丙,0,Jiujiang Lucheng Zhenhua,10,0,3,-10,3,2.5,54,九江鹿城振华,0,2010
999,安徽体育明星,AHSS,丙,1,Anhui Sports Stars,2,1,1,-1,2,0,55,安徽奕通投资,0,2010
1000,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名简称,胜,2011
1001,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2011
1002,广州恒大,GZEG,超,9,Guangzhou Evergrande,26,71,2,45,32,725,1,广州恒大,21,2011
1003,北京国安,BJGA,超,12,Beijing Guoan,22,58,5,36,34,642.5,2,北京国安,17,2011
1004,天津泰达,TJTED,亚,14,Tianjin TEDA,51,51,12,0,40,640,3,天津康师傅,14,2011
1005,山东鲁能泰山,SDLT,亚,11,Shandong Luneng Taishan,43,49,13,6,39,637.5,4,山东鲁能泰山,15,2011
1006,辽宁FC,LNFC,超,8,Liaoning FC,24,39,9,15,32,545,5,辽宁宏运,15,2011
1007,长春亚泰,CCYT,超,12,Changchun Yatai,33,37,8,4,32,495,6,长春亚泰,12,2011
1008,杭州绿城,ZJGT,亚,11,Hangzhou Greentown,40,31,15,-9,37,495,7,杭州绿城,11,2011
1009,江苏舜天,JSST,超,6,Jiangsu Sainty,28,43,11,15,31,485,8,江苏国信舜天,14,2011
1010,上海申花联盛,SHSW,亚,6,Shanghai Shenhua Liansheng,56,35,20,-21,38,467.5,9,上海申花联盛,12,2011
1011,青岛中能,QDJN,超,10,Qingdao Jonoon,34,38,9,4,31,465,10,青岛中能,12,2011
1012,陕西宝荣浐霸,SNBR,超,9,Shaanxi Baorong Chanba,44,36,13,-8,33,443.75,11,陕西人和浐灞,11,2011
1013,河南建业,HAJY,超,13,Henan Construction,38,34,12,-4,33,391.25,12,河南建业,8,2011
1014,南昌衡源,SHHY,超,5,Nanchang Hengyuan,48,26,18,-22,33,357.5,13,南昌衡源,10,2011
1015,大连阿尔滨,DLARB,甲,6,Dalian Aerbin,22,48,5,26,28,349.04,14,大连阿尔滨,17,2011
1016,大连实德,DLSD,超,11,Dalian Shide,45,28,13,-17,31,335,15,大连实德,7,2011
1017,广东日之泉,GDSC,甲,9,Guangdong Sunray Cave,31,45,6,14,29,329.13,16,广东日之泉,14,2011
1018,成都谢菲联,CDBD,超,13,Chengdu Blades,47,27,13,-20,31,285,17,成都谢菲联,5,2011
1019,延边长白虎,YBFC,甲,6,Yanbian Baekdu Tigers,40,34,14,-6,30,253.56,18,延边长白虎,10,2011
1020,湖南湘涛,HNBL,甲,6,Hunan Billows,36,39,9,3,27,249.81,19,湖南湘涛百世窖,12,2011
1021,深圳红钻,SZRB,超,8,Shenzhen Ruby,56,27,18,-29,31,237.5,20,深圳茅台红钻,5,2011
1022,重庆力帆,CQLF,甲,10,Chongqing Lifan,36,34,9,-2,28,235.38,21,重庆力帆,9,2011
1023,上海东亚,SHEA,甲,11,Shanghai East Asia,26,31,9,5,28,222.12,22,上海东亚,8,2011
1024,沈阳东进,SYDJ,甲,10,Shenyang Dongjin,28,32,8,4,27,220.96,23,沈阳东进世代,9,2011
1025,湖北中博,HBZB,甲,9,Wuhan Zhongbo,30,26,10,-4,27,197.88,24,湖北东方国旅,8,2011
1026,北京八喜联合竞技,BJBX,甲,9,Beijing Baxy,31,18,11,-13,27,180.58,25,北京八喜,7,2011
1027,大连毅腾,DLYT,乙,2,Dalian Yiteng,9,38,3,29,19,174.61,26,哈尔滨松北毅腾,14,2011
1028,天津松江,TJSJ,甲,11,Tianjin Songjiang,32,23,12,-9,28,170.48,27,天津松江,5,2011
1029,天津润宇隆,TJRYL,甲,6,Tianjin Runyulong ,23,19,6,-4,18,158.94,28,天津润宇隆,6,2011
1030,广州富力,GZRF,甲,3,Guangzhou R&F,10,22,1,12,12,155.77,29,广州富力,8,2011
1031,厦门骏豪,XMSH,乙,9,Xiamen Smart Hero,16,32,4,16,26,154.5,30,福建骏豪力菲克,13,2011
1032,深圳凤凰,SZPN,甲,5,Shenzhen Phoenix,18,17,5,-1,16,152.88,31,深圳凤凰,6,2011
1033,抚顺新野,FSXY,乙,0,Fushun Xinye,7,38,3,31,16,152.11,32,抚顺罕王,13,2011
1034,北京理工,BJBIT,甲,9,Beijing BIT,36,16,13,-20,27,145.96,33,北京361°大学生,5,2011
1035,重庆FC,CQFC,乙,7,Chongqing FC,21,42,5,21,25,141.5,34,重庆FC,13,2011
1036,贵州智诚,GZZC,甲,9,Guizhou Zhicheng,32,18,15,-14,28,132.88,35,贵州通源,4,2011
1037,四川都江堰欣宝,DJYXB,杯,5,Dujiangyan Sampo,17,37,5,20,22,124,36,四川都江堰欣宝,12,2011
1038,东莞南城,DGNC,乙,7,Dongguan Nancheng,22,31,7,9,25,123,37,东莞同舟南城,11,2011
1039,山东青年,SDY.,乙,1,Shandong Youth,16,32,5,16,16,120.53,38,山东青年,10,2011
1040,大连龙卷风,DLTO,丙,3,Dalian Tornado,4,19,0,15,11,109.5,39,大连银行龙卷风,8,2011
1041,上海中邦,SHZB,杯,7,Shanghai Zobon,23,30,5,7,20,93,40,上海中邦,8,2011
1042,九江联盛,JJLS,丙,2,Jiujiang Liansheng,7,25,2,18,11,91.5,41,九江联盛,7,2011
1043,长春风云,CCFY,丙,2,Changchun Fengyun,12,19,3,7,11,87.5,42,长春一汽风云,6,2011
1044,湖北康天电力,HBKT,乙,8,Hubei Kangtian Xinyuan,21,28,5,7,20,87,43,湖北康天南达,7,2011
1045,武汉东风本田,WHDH,丙,4,Wuhan Dongfeng Honda,11,20,2,9,11,83,44,武汉东风本田,5,2011
1046,青岛青科,QUST,乙,5,Qingdao University of S&T ,22,19,6,-3,16,80,45,青岛科技大学,5,2011
1047,河北英利,HEYL,丙,1,Hebei Yingli,13,21,3,8,10,76,46,河北(中国)英利,6,2011
1048,沈阳沈北,SYSB,甲,4,Shenyang Shenbei,12,13,3,1,10,75,47,沈阳沈北荣盛,3,2011
1049,广东青年,GDY.,乙,8,Guangdong Youth,27,25,7,-2,20,69,48,广东五矿地产,5,2011
1050,沈阳沈北新区世代,SBSD,丙,1,Shenyang Shenbei Shidai,5,17,2,12,9,68.75,49,沈阳沈北信基沙溪,6,2011
1051,江苏法尔胜,JSFS,丙,4,Jiangsu Fasten,17,15,4,-2,11,63.25,50,江苏法尔胜泓晟,3,2011
1052,河北中基,HEZJ,乙,4,Hebei Zhongji,16,14,6,-2,14,63.158,51,河北依林山庄,4,2011
1053,广州青年,GZFA.,乙,5,Guangzhou FA Team,36,24,10,-12,20,60,52,广州青年,5,2011
1054,陕西青年,SNY.,乙,2,Shaanxi FA Team,23,19,8,-4,14,55.263,53,西安老城根,4,2011
1055,武汉宏兴,WHHX,城,2,Wuhan Hongxing,10,18,2,8,7,54.25,54,武汉宏兴,3,2011
1056,浙江体育职业技术学院,ZJCSI.,杯,8,Zhejiang College Of Sports,25,19,9,-6,20,51,55,浙江温州葆隆,3,2011
1057,湖北青年,HBY.,乙,6,Hubei Youth,48,22,11,-26,20,45,56,湖北青年,3,2011
1058,江苏青年,JSY.,乙,5,Jiangsu Youth,29,14,7,-15,14,43.421,57,江苏紫金保险,2,2011
1059,天津钢管集团,TJBHS,丙,2,Tianjin PIPE Group,8,6,3,-2,8,39.25,58,天津钢管集团,3,2011
1060,南宁润华,NNRH,丙,3,Nanning Runhua,14,17,3,3,8,36,59,广西博澳精英,2,2011
1061,上海闸北区,SHZBT,丙,0,Shanghai Zhabei Team,5,12,1,7,5,35,60,上海闸北区,4,2011
1062,四川FC,SCFC,杯,4,Sichuan FC,44,12,14,-32,20,30,61,四川川大,2,2011
1063,青海森科,QHSK,丙,0,Qinghai Senke,10,12,6,2,8,24,62,青海森科,2,2011
1064,昆明交警,KMTP,丙,1,Kunming Traffic Police,6,8,2,2,5,22.5,63,昆明交警,2,2011
1065,陕西宝成,SNBC,丙,0,Shaanxi Baocheng,4,6,3,2,5,20,64,陕西中航工业宝成,2,2011
1066,遵义海航怀酒,ZYHJ,丙,2,Zunyi Haihang Huaijiu,9,8,2,-1,5,17.5,65,遵义海航怀酒,1,2011
1067,青岛衡业,QDHY,城,1,Qingdao Hengye,2,2,0,0,2,15,66,青岛衡业黄海制药,1,2011
1068,兰州黄河涂料,LZHHP,丙,0,Lanzhou Huanghe Paint,14,3,4,-11,5,12.5,67,兰州黄河涂料,1,2011
1069,淄博星期天,ZBSUN,城,1,Zibo Sunday,2,3,1,1,2,8.75,68,淄博三同星期天,0,2011
1070,成都劲浪老友,CDOF,城,1,Chengdu Old Friend,8,2,1,-6,2,7.5,69,成都劲浪老友,0,2011
1071,宁波祺安,NBQA,丙,1,Ningbo Qi'an,19,8,4,-11,5,7.5,70,宁波爱租网,0,2011
1072,南宁皇龙居,GXHLJ,丙,0,Guangxi Huanglongju,20,5,3,-15,3,4,71,广西皇龙居,0,2011
1073,南京坤宁,NJCN,城,0,Nianjing Cunin Fluid,0,0,0,0,0,2.5,72,南京坤宁流体,0,2011
1074,青海高纬度,QHHL,丙,0,Qinghai High Latitudes,14,3,4,-11,4,2.5,73,青海朝阳物流园,0,2011
1075,成都金麒麟,CDDK,丙,0,Chengdu Gold Kirin,20,2,4,-18,4,2.5,74,成都金麒麟,0,2011
1076,大庆鑫森威特,DQTF,丙,0,Daqing Xinsenweite,19,0,4,-19,4,2.5,75,大庆鑫森威特,0,2011
1077,武汉华创工程,HBHC,丙,1,Hubei Huachuang,7,9,1,2,4,0,76,武汉华创工程,2,2011
1078,青海青年,QHY.,乙,0,Qinghai Youth,56,2,14,-54,14,0,77,青海青年,0,2011
1079,队名/冠名,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名简称,胜,2012
1080,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2012
1081,广州恒大,GZEG,亚,10,Guangzhou Evergrande,50,82,9,32,46,1002.5,1,广州恒大,27,2012
1082,陕西宝荣浐灞,SNBR,超,12,Guizhou Renhe,44,58,10,14,37,592.5,2,贵州人和茅台,15,2012
1083,北京国安,BJGA,亚,9,Beijing Guoan,50,49,14,-1,38,590,3,北京国安,15,2012
1084,江苏舜天,JSST,超,12,Jiangsu Sainty,35,54,5,19,31,562.5,4,江苏国信舜天,14,2012
1085,大连阿尔滨,DLARB,超,11,Dalian Aerbin,48,55,9,7,33,522.5,5,大连阿尔滨,13,2012
1086,长春亚泰,CCYT,超,8,Changchun Yatai,44,44,11,0,33,522.5,6,长春亚泰,14,2012
1087,山东鲁能泰山,SDLT,超,14,Shandong Luneng Taishan,49,59,10,10,35,487.5,7,山东鲁能泰山,11,2012
1088,天津泰达,TJTED,亚,13,Tianjin TEDA,49,35,15,-14,38,485,8,天津康师傅,10,2012
1089,广州富力,GZRF,超,3,Guangzhou R&F,55,53,15,-2,32,472.5,9,广州富力,14,2012
1090,辽宁FC,LNFC,亚,13,Liaoning FC,47,47,11,0,34,457.5,10,辽宁宏运,10,2012
1091,杭州绿城,ZJGT,超,9,Hangzhou Greentown,48,39,13,-9,33,442.5,11,杭州九好绿城,11,2012
1092,上海申花联盛,SHSW,超,14,Shanghai Shenhua Liansheng,43,47,9,4,32,432.5,12,上海申花联盛,9,2012
1093,青岛中能,QDJN,超,6,Qingdao Jonoon,40,30,15,-10,32,412.5,13,青岛中能,11,2012
1094,大连实德,DLSD,超,10,Dalian Shide,51,47,13,-4,32,392.5,14,大连实德,9,2012
1095,上海东亚,SHEA,甲,8,Shanghai Dongya,28,53,6,25,32,340,15,上海特莱士,18,2012
1096,南昌衡源,SHHY,超,12,Shanghai Shenxin,41,40,13,-1,31,322.5,16,上海申鑫,6,2012
1097,河南建业,HAJY,超,5,Henan Jianye,58,31,19,-27,32,312.5,17,河南建业,8,2012
1098,武汉卓尔,WHZL,甲,6,Wuhan Zall,35,45,9,10,31,285,18,武汉卓尔,16,2012
1099,成都谢菲联,CDBD,甲,8,Chengdu Blades,47,41,12,-6,33,280,19,成都谢菲联,13,2012
1100,重庆力帆,CQLF,甲,9,Chongqing Lifan,48,52,10,4,32,270,20,重庆力帆,13,2012
1101,沈阳沈北,SYSB,甲,11,Shenyang Shenbei,44,44,11,0,33,265,21,沈阳沈北,11,2012
1102,深圳红钻,SZRB,甲,6,Shenzhen Ruby,46,52,13,6,32,255,22,深圳茅台红钻,13,2012
1103,福建骏豪,XMSH,甲,10,Fujian Smart Hero,38,41,9,3,31,245,23,福建骏豪,12,2012
1104,大连毅腾,DLYT,甲,6,Dalian Yiteng,45,53,12,8,31,240,24,哈尔滨毅腾,13,2012
1105,天津松江,TJSJ,甲,9,Tianjin Songjiang,25,27,10,2,31,240,25,天津松江,12,2012
1106,贵州智诚,GZZC,乙,8,Guizhou Zhicheng,29,69,4,40,33,240,26,贵州智诚,21,2012
1107,广东日之泉,GDSC,甲,8,Guangdong Sunray Cave,48,44,13,-4,32,235,27,广东日之泉,11,2012
1108,湖南湘涛,HNBL,甲,8,Hunan Billows,40,36,13,-4,32,235,28,湖南浏阳河,11,2012
1109,重庆FC,CQFC,甲,8,Chongqi FC,42,44,12,2,31,220,29,重庆FC,11,2012
1110,延边长白虎,YBFC,甲,4,Yanbian Baekdu Tigers,63,44,17,-19,32,215,30,延边长白虎,11,2012
1111,北京理工,BJBIT,甲,8,Beijing BIT,44,30,15,-14,32,205,31,北京361°大学生,9,2012
1112,河北中基,HEZJ,乙,7,Hebei Zhongji,15,52,2,37,28,192.5,32,河北中基,19,2012
1113,沈阳东进,SYDJ,甲,12,Shenyang Dongjin,44,32,14,-12,32,180,33,呼和浩特东进,6,2012
1114,北京八喜联合竞技,BJBX,甲,7,Beijing Baxy FC,48,35,16,-13,31,170,34,北京八喜,8,2012
1115,东莞南城,DGNC,乙,4,Dongguan Nancheng,34,45,9,11,27,167.5,35,东莞南城PPT,14,2012
1116,青海森科,QHSK,乙,8,Qinghai Senke,27,56,5,29,30,152.5,36,青海森科,17,2012
1117,深圳风鹏,SZFP,乙,9,Shenzhen Fengpeng,23,44,5,21,30,147.5,37,深圳风鹏,16,2012
1118,上海中邦,SHZB,乙,7,Shanghai Zobon,22,39,7,17,26,137.5,38,上海中邦,12,2012
1119,湖北华凯尔,HBCK,乙,7,Hubei China Kyle,22,32,8,10,30,137.5,39,湖北华凯尔,15,2012
1120,陕西老城根,SNLCG,乙,5,Shaanxi Laochenggen,32,36,10,4,28,136.25,40,陕西老城根,13,2012
1121,北京亿通酷车,BJYK,乙,6,Beijing Yitong Kuche,20,50,5,30,26,130,41,北京亿通酷车,15,2012
1122,昆明锐龙,KMRL,乙,4,Kunming Ruilong,26,38,7,12,26,125,42,昆明锐龙,15,2012
1123,广东青年,GDY.,乙,8,Guangdong Youth,32,36,8,4,25,117.5,43,广东体彩,9,2012
1124,武汉宏兴,WHHX,城,4,Wuhan Hongxing,19,27,2,8,14,105,44,武汉宏兴,8,2012
1125,陕西大秦,DJYXB,乙,6,Shaanxi Daqing,32,46,6,14,24,105,45,陕西大秦力菲克,12,2012
1126,新疆青年,XJY.,乙,5,Xingjiang Youth,26,28,7,2,24,102.5,46,新疆君悦海棠,12,2012
1127,苏州锦富新材,SZJF,丙,5,Suzhou Jinfu,14,28,0,14,11,90.75,47,苏州锦富新材,6,2012
1128,北京青年,BJY.,乙,5,Beijing Youth,25,39,8,14,23,87.5,48,北京青年,10,2012
1129,深圳寅午,SZYW,丙,3,Shenzhen Yanwu,11,20,3,9,11,83.5,49,深圳寅午,5,2012
1130,大连龙卷风,DLTO,丙,2,Dalian Tornado,6,27,1,21,8,82.5,50,大连银行龙卷风,5,2012
1131,山西嘉怡,SXJY,乙,4,Shanxi Jiayi,39,32,13,-7,25,77.5,51,山西嘉怡,8,2012
1132,江西联盛,JJLS,乙,12,Jiangxi Liansheng,32,36,6,4,24,75,52,江西联盛,6,2012
1133,北京亿城BTV三高,BJBSG,乙,8,SP Being Yicheng BTV Sangao,27,30,9,3,24,72.5,53,北京亿城BTV三高,7,2012
1134,湖北青年,HBY.,乙,5,Hubei Youth,50,23,17,-27,26,72.5,54,湖北青年,4,2012
1135,沈阳河畔,SYHP,丙,3,Shenyang Hepan,12,18,2,6,9,65.5,55,沈阳河畔,4,2012
1136,青岛鲲鹏,QDKP,丙,4,Qingdao Kunpeng,21,21,4,0,11,62.75,56,青岛鲲鹏先楚国际,3,2012
1137,山东青年,SDY.,乙,4,Shandong Youth,47,35,15,-12,25,62.5,57,山东青年,6,2012
1138,河北英利,HEYL,丙,1,Hebei Yingli,29,9,4,-20,8,55.5,58,河北英利,3,2012
1139,四川FC,SCFC,乙,4,Sichuan FC,43,19,15,-24,24,47.5,59,四川川大,5,2012
1140,江苏河海大学,HHU.,乙,3,Jiansu-Hohai U.,42,21,16,-21,24,45,60,江苏河海大学,5,2012
1141,武汉东风本田,WHDH,丙,2,Wuhan Dongfeng,9,7,2,-2,7,43.75,61,武汉东风本田,3,2012
1142,天津京铁火车头,TJHCT,乙,5,Jingtie Locomotive,26,10,14,-16,23,42.5,62,天津火车头,4,2012
1143,重庆青年,CQY.,乙,4,Chongqi Youth,40,17,17,-23,24,32.5,63,重庆青年,3,2012
1144,河北青年,HEY.,乙,7,Heibei Youth,46,18,15,-28,24,32.5,64,河北青年,2,2012
1145,胶州风发,JZFF,城,1,Jiaozhou Fengfa FC,3,13,0,10,4,30,65,胶州风发安基电力,3,2012
1146,淄博星期天,ZBSUN,城,1,Zibo Sunday,7,7,2,0,5,30,66,淄博三同星期天,2,2012
1147,上海嘉定博击,SHBK,丙,3,Shanghai Boji,4,11,0,7,5,28.75,67,上海博击市政,2,2012
1148,柳州柳粤,LZLY,丙,1,Liuzhou Liuyue,9,8,2,-1,5,25,68,广西花红消肿,2,2012
1149,包头南郊,BTNJ,丙,1,Baotou Nanjiao,22,9,6,-13,8,23,69,包头南郊联社,1,2012
1150,南安中宇卫浴,NAJY,丙,1,Nanan joyou,22,12,4,-10,6,20,70,南安中宇卫浴,1,2012
1151,大庆鑫森威特,DQTF,丙,2,Daqing Xinsenweite,2,4,1,2,4,17.5,71,大庆鑫森威特,1,2012
1152,南京坤宁,NJCN,城,1,Nianjing Cunin Fluid,12,13,2,1,4,15,72,南京坤宁流体,1,2012
1153,大连元朝,DLYD,城,1,Dalian Yuan Dynasty,1,2,0,1,2,12.5,73,大连元朝,1,2012
1154,延边龙井财政,YBLJF,丙,0,Yanbian Longjing Financial,8,4,3,-4,4,12.5,74,延边龙井财政,1,2012
1155,厦门东屿行,XMDYH,丙,2,Xiamen Dongyuhang,7,1,3,-6,5,11.25,75,厦门东屿行,0,2012
1156,杭州盟德,HZMD,城,0,Hangzhou mengde,5,4,1,-1,2,10,76,杭州盟德,1,2012
1157,上海同济大学,SHTJU.,杯,0,Shanghai Tongji U.,2,1,1,-1,1,7.5,77,上海同济大学,0,2012
1158,长春风云,CCFY,杯,0,Changchun Fengyun,3,0,1,-3,1,7.5,78,长春农商行风云,0,2012
1159,合肥瑞金医院,HFRJH,丙,1,Hefei Ruijin Hospital,12,4,3,-8,4,7.5,79,安徽瑞金医院,0,2012
1160,青海青年,QHY.,乙,3,Qinghai Youth,95,10,21,-85,24,7.5,80,青海青年,0,2012
1161,长春光华学院,CCGHU.,丙,1,Changchun Guanghua U.,8,1,2,-7,3,5,81,长春光华学院,0,2012
1162,杭州芝浦,HZZP,丙,0,Hangzhou Zhipu,12,4,4,-8,4,5,82,杭州芝浦,0,2012
1163,永川吉然,YCJR,城,0,Yongchuan Jiran,6,1,2,-5,2,2.5,83,永川凤凰湖工业园,0,2012
1164,昆明敏建机电,KMMJ,城,0,Kunming Minjian E.,11,4,2,-7,2,2.5,84,昆明敏建机电,0,2012
1165,秦皇岛海尔沃,QHRW,城,0,Qinhuangdao Haierwo,8,1,2,-7,2,2.5,85,秦皇岛海尔沃,0,2012
1166,长春地铁,CCSB,丙,0,Changchun Subway,2,1,1,-1,1,0,86,长春地铁,0,2012
1167,湖北华创工程,HBHC,丙,1,Hubei Huachuang,4,8,0,4,3,0,87,湖北华创工程,2,2012
1168,深圳名博,SZMS,乙,7,Shenzhen Main Sports,35,27,9,-8,23,0,88,深圳艺华珠宝,7,2012
1169,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名/冠名,胜,2013
1170,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2013
1171,广州恒大,GZEG,亚,10,Guangzhou Evergrande,46,137,6,91,54,1496.3,1,广州恒大,38,2013
1172,北京国安,BJGA,亚,12,Beijing Guoan,48,73,11,25,40,750,2,北京国安,17,2013
1173,贵州人和,SNBR,亚,15,Guizhou Renhe,49,61,11,12,45,700,3,贵州人和茅台,19,2013
1174,山东鲁能泰山,SDLT,超,6,Shandong Luneng Taishan,47,63,11,16,38,642.5,4,山东鲁能泰山,21,2013
1175,大连阿尔滨,DLARB,超,8,Dalian Aerbin,48,46,13,-2,35,522.5,5,大连阿尔滨,14,2013
1176,江苏舜天,JSST,亚,11,Jiangsu Sainty,42,37,13,-5,32,500,6,江苏国信舜天,8,2013
1177,广州富力,GZRF,超,7,Guangzhou R&F,52,49,13,-3,32,452.5,7,广州富力,12,2013
1178,上海申鑫,SHHY,超,7,Shanghai Shenxin,44,34,13,-10,32,452.5,8,上海申鑫,12,2013
1179,杭州绿城,ZJGT,超,11,Hangzhou Greentown,45,40,12,-5,33,430,9,杭州绿城,10,2013
